Speceis,hu1,hu2,hu3,hu4,hu5,hu6,hu7,haralick1,haralick2,haralick3,haralick4,haralick5,haralick6,haralick7,haralick8,haralick9,haralick10,haralick11,haralick12,haralick13
0,0.0011034701360188395,0.0011034701360188395,0.0011034701360188395,0.0011034701360188395,0.0011034701360188395,0.0011034701360188395,0.0011034701360188395,0.004835458770484029,40.88927209450449,0.9820295702316244,1137.7028771663772,0.7020637330695658,316.2058221924286,4509.922236571005,7.393572434556363,8.310204841324598,0.001940299683650682,1.434402339283622,-0.7021901032921926,0.9999333537106817
0,0.0011740609682084505,0.0011740609682084505,0.0011740609682084505,0.0011740609682084505,0.0011740609682084505,0.0011740609682084505,0.0011740609682084505,0.004737730622572469,44.46619779909793,0.9859931224052778,1587.1984306970407,0.7468075850604288,294.55194274461576,6304.327524989072,7.65905844173057,8.40640410641915,0.002112036726475335,1.332962840127474,-0.7422067523872795,0.9999737237983795
0,0.0017293429365074111,0.0017293429365074111,0.0017293429365074111,0.0017293429365074111,0.0017293429365074111,0.0017293429365074111,0.0017293429365074111,0.010656185294110977,19.978652807435978,0.9853793369554493,683.2212788074507,0.7242565396496685,191.80490659625661,2712.906462422361,6.623854731159833,7.4564081399356485,0.0033411192101192944,1.3770708483022531,-0.6801925936088752,0.9997550402245761
0,0.0017147366639534648,0.0017147366639534648,0.0017147366639534648,0.0017147366639534648,0.0017147366639534648,0.0017147366639534648,0.0017147366639534648,0.007212992488978435,9.793571418746165,0.9857423201957609,343.4457260978261,0.689791842703419,194.10465442856716,1363.9893329725546,6.67330090543353,7.6661364039286415,0.003205451408812781,1.4565536593287285,-0.6519218961298281,0.9996748422617584
0,0.0017310501957120607,0.0017310501957120607,0.0017310501957120607,0.0017310501957120607,0.0017310501957120607,0.0017310501957120607,0.0017310501957120607,0.006749559365308057,20.12984167592107,0.986009300231161,719.3990548309889,0.636990288419824,188.63549019934314,2857.4663776480375,6.850271396980553,8.06081808087789,0.002835622255011634,1.6715307040891418,-0.6264038412840298,0.9996541144680893
0,0.0016606622601922035,0.0016606622601922035,0.0016606622601922035,0.0016606622601922035,0.0016606622601922035,0.0016606622601922035,0.0016606622601922035,0.0057144802748147535,16.961542097653716,0.9887324390738723,752.6807252424942,0.6511311312207476,199.01498293093658,2993.761358872329,7.047837991213264,8.187055517504735,0.0026990374458983318,1.592449754484351,-0.649218109577259,0.9997942525961311
0,0.001090754929346428,0.001090754929346428,0.001090754929346428,0.001090754929346428,0.001090754929346428,0.001090754929346428,0.001090754929346428,0.004542492681765323,48.86938938142464,0.9889032403449707,2201.856103398035,0.7910293098189742,314.1536923908018,8758.55502421071,7.856580809933037,8.445094371061373,0.002125185257886298,1.2105036080819436,-0.7788681809723944,0.9999889012063562
0,0.0010482974054388781,0.0010482974054388781,0.0010482974054388781,0.0010482974054388781,0.0010482974054388781,0.0010482974054388781,0.0010482974054388781,0.004895420146751141,40.229256522409045,0.9892171347697536,1865.3657657967588,0.7641865814827573,327.24500251127984,7421.233806664633,7.7258634938986175,8.412750187242079,0.0020536422720135008,1.303800877184424,-0.7573896560201153,0.9999810225122998
0,0.0016347004432804286,0.0016347004432804286,0.0016347004432804286,0.0016347004432804286,0.0016347004432804286,0.0016347004432804286,0.0016347004432804286,0.008146604448959763,21.598331821983937,0.9875748316822834,869.1564431849933,0.7184922493958857,200.86163395892405,3455.0274409179838,6.948032905980172,7.811784132340025,0.003175037421636767,1.4115283644841565,-0.6919200607411158,0.9998621175301914
0,0.0016799198256072284,0.0016799198256072284,0.0016799198256072284,0.0016799198256072284,0.0016799198256072284,0.0016799198256072284,0.0016799198256072284,0.011513128196223035,15.484597460010182,0.9902211520715818,791.7673075381617,0.7875093529595183,193.65230614767486,3151.584632692631,6.787346082034133,7.396799418598828,0.0038855694034639157,1.2206584170014823,-0.7364430961737287,0.9999045608196854
